POPNUM12,NUMIND12,STAGE01,STAGE02,STAGE03,STAGE04,STAGE05,STAGE06,STAGE07,STAGE08,STAGE09,STAGE010,STAGE011,STAGE012
268,20,j,j,j,j,j,j,j,j,j,m,,
268,21,j,j,j,j,j,j,j,j,j,j,j,a
268,22,a,a,a,a,a,m,,,,,,
268,23,j,a,a,a,a,a,a,a,a,a,a,m
268,24,a,a,a,a,a,a,a,a,a,a,a,a
268,25,a,a,a,a,a,a,a,a,a,a,a,m
268,26,j,a,a,a,a,a,a,a,a,a,a,a
268,27,a,a,a,a,a,m,,,,,,
268,28,a,a,a,a,a,a,m,,,,,
268,29,j,a,a,a,a,m,,,,,,
268,30,a,a,a,a,a,a,a,a,a,a,a,a
268,31,j,a,a,a,a,a,a,a,a,a,m,
268,32,a,a,a,a,a,a,a,a,a,a,a,a
268,33,a,a,a,a,a,a,a,a,a,m,,
268,34,j,j,j,j,j,m,,,,,,
268,35,a,a,a,a,a,a,,,,,,j
268,36,p,a,a,a,a,a,a,a,a,m,,
268,37,a,a,a,a,a,m,,,,,,
268,38,a,a,a,a,a,a,a,a,m,,,
268,39,a,a,a,a,a,a,a,a,a,a,a,a
268,40,a,a,a,a,a,m,,,,,,
268,41,j,a,a,a,a,a,a,a,a,a,m,
268,42,j,a,a,a,a,m,,,,,,
268,43,a,a,a,a,a,m,,,,,,
268,44,p,j,j,j,j,j,j,j,j,m,,
268,45,p,p,j,j,j,j,j,j,j,j,j,m
268,46,p,j,a,a,a,a,a,a,a,a,a,a
268,47,a,a,a,a,a,m,,,,,,
268,48,j,j,j,j,j,m,,,,,,
268,49,a,a,a,a,a,m,,,,,,
268,50,a,a,a,a,a,a,a,a,a,a,a,a
268,51,j,j,j,a,a,a,a,a,a,a,m,
268,52,j,j,j,j,j,m,,,,,,
268,53,p,p,m,,,,,,,,,
268,54,j,j,a,a,a,a,a,a,a,a,,
268,55,p,p,p,p,p,m,,,,,,
268,56,,,,j,j,j,j,j,j,m,,
268,262,a,a,a,a,m,,,,,,,
268,380,,j,j,j,j,j,j,a,m,,,
268,405,j,j,a,a,a,a,a,a,m,,,
268,601,,,,,j,a,a,a,a,a,a,a
268,602,,,,,p,j,j,m,,,,
268,604,,,,,a,a,a,a,m,,,
268,605,,,,,a,a,a,a,a,m,,
268,606,,,,,j,j,j,j,j,j,m,
268,607,,,,,j,m,,,,,,
268,608,,,,,j,j,j,j,j,j,j,j
268,609,,,,,j,j,j,j,j,m,,
268,610,,,,,p,p,j,m,,,,
268,654,,,,,,j,j,m,,,,
268,655,,,,,,j,a,a,a,m,,
268,656,,,,,,j,j,a,m,,,
268,756,,,,,,,,,j,j,m,
268,757,,,,,,,,,a,a,a,m
268,758,,,,,,,,,j,j,j,j
268,759,,,,,,,,,j,m,,
268,760,,,,,,,,,j,j,j,m
268,761,,,,,,,,,j,j,a,a
268,762,,,,,,,,,j,j,a,m
268,802,,,,,,,,,,j,a,a
268,803,,,,,,,,,,j,a,a
268,805,,,,,,,,,,a,a,a
268,804,,,,,,,,,,,,j
268,806,,,,,,,,,,j,j,
268,807,,,,,,,,,,a,a,a
268,907,,,,,,,,,,,j,j
268,908,,,,,,,,,,,a,a
268,909,,,,,,,,,,,a,m
268,910,,,,,,,,,,,j,j
268,911,,,,,,,,,,,a,a
268,912,,,,,,,,,,,j,j
268,913,,,,,,,,,,,j,a
268,914,,,,,,,,,,,j,j
268,915,,,,,,,,,,,a,a
268,916,,,,,,,,,,,j,j
268,917,,,,,,,,,,,j,a
268,918,,,,,,,,,,,a,a
268,919,,,,,,,,,,,a,a
268,920,,,,,,,,,,,a,a
268,921,,,,,,,,,,,j,j
268,922,,,,,,,,,,,j,j
268,923,,,,,,,,,,,a,a
274,251,a,a,a,a,a,a,a,m,,,,
268,1166,,,,,,,,,,,,j
268,1167,,,,,,,,,,,,j
268,1168,,,,,,,,,,,,j
268,1169,,,,,,,,,,,,j
268,1170,,,,,,,,,,,,a
268,1171,,,,,,,,,,,,a
274,252,a,a,a,a,a,a,a,a,a,a,a,a
274,253,a,a,a,a,a,a,a,a,a,a,a,a
274,254,a,a,a,a,a,a,a,a,a,a,m,
274,903,,,,,,,,,,,j,
274,904,,,,,,,,,,,j,m
274,905,,,,,,,,,,,j,j
274,906,,,,,,,,,,,j,j
274,1164,,,,,,,,,,,,j
,1165,,,,,,,,,,,,p
275,1,a,a,a,a,a,a,a,a,a,a,a,a
275,2,j,a,a,a,a,a,a,a,a,a,a,a
275,3,p,a,a,a,a,a,a,a,a,a,a,
275,4,j,j,j,j,j,a,a,a,a,a,a,a
275,5,a,a,a,a,a,a,a,a,a,a,a,a
275,6,a,a,a,a,a,a,a,a,a,m,,
275,7,p,j,j,j,j,a,a,a,a,a,a,
275,8,j,j,a,a,a,a,a,a,a,a,a,a
275,255,a,a,a,a,a,a,a,a,a,m,,
275,256,j,a,a,a,a,a,a,a,a,a,a,a
275,257,a,a,a,a,a,a,a,a,a,a,a,a
275,258,a,a,a,a,a,a,a,a,m,,,
275,259,a,a,a,a,a,a,m,,,,,
275,763,,,,,,,,,j,j,a,a
275,764,,,,,,,,,j,j,a,a
275,765,,,,,,,,,j,j,j,a
275,766,,,,,,,,,a,a,a,a
275,800,,,,,,,,,,j,j,j
275,801,,,,,,,,,,a,a,a
275,900,,,,,,,,,,,j,a
275,901,,,,,,,,,,,j,j
275,902,,,,,,,,,,,a,a
275,1156,,,,,,,,,,,,j
275,1157,,,,,,,,,,,,j
275,1158,,,,,,,,,,,,j
275,1159,,,,,,,,,,,,j
275,1160,,,,,,,,,,,,j
275,1161,,,,,,,,,,,,j
275,1162,,,,,,,,,,,,j
275,1163,,,,,,,,,,,,j
904,75,a,a,a,a,a,a,a,a,a,a,m,
904,76,a,a,a,a,a,a,a,a,a,a,a,a
904,77,a,a,a,a,a,a,a,a,a,m,,
904,78,a,a,a,a,a,a,a,a,a,a,a,a
904,79,a,a,a,a,a,a,a,a,a,a,a,a
904,80,a,a,a,a,a,a,a,a,a,a,a,a
904,81,a,a,a,a,a,a,a,a,m,,,
904,82,j,p,j,j,j,a,a,a,m,,,
904,83,a,a,a,a,a,a,a,a,a,a,m,
904,84,a,a,a,a,a,a,a,a,m,,,
904,85,a,a,a,a,a,a,a,a,a,a,a,a
904,86,a,a,a,a,a,a,a,a,m,,,
904,87,a,a,a,a,a,a,a,a,a,a,a,a
904,88,j,p,p,p,p,j,j,j,j,j,j,j
904,234,a,a,a,a,a,a,a,a,a,a,a,a
904,329,a,a,a,a,a,a,a,a,a,m,,
904,330,j,m,,,,,,,,,,
904,331,a,a,a,a,a,a,a,a,a,a,m,
904,382,,,,j,j,j,j,j,j,j,j,m
904,403,,,,j,j,j,j,j,j,j,m,
904,404,j,j,j,j,j,j,j,j,j,j,j,j
904,499,,,,p,j,a,a,a,m,,,
904,504,,,,,p,j,m,,,,,
904,612,,,,,,p,j,j,m,,,
904,613,,,,,,j,j,a,a,a,a,m
904,658,,,,,,,,,j,j,j,m
904,659,,,,,,,,,a,a,a,a
904,660,,,,,,,,,j,m,,
904,661,,,,,,,,,j,j,m,
904,662,,,,,,,,,a,a,m,
904,820,,,,,,,,,,a,a,a
904,821,,,,,,,,,,a,a,m
904,985,,,,,,,,,,,j,m
905,99,j,p,p,j,a,m,,,,,,
904,1107,,,,,,,,,,,,j
904,1108,,,,,,,,,,,,a
904,1109,,,,,,,,,,,,j
904,1110,,,,,,,,,,,,a
905,100,j,j,j,j,j,j,j,a,m,,,
905,101,j,j,j,j,j,a,a,m,,,,
905,102,a,a,a,a,a,a,a,a,a,m,,
905,103,a,a,a,a,a,a,a,m,,,,
905,104,a,a,a,a,a,a,a,a,a,m,,
905,105,a,a,a,a,a,a,a,a,m,,,
905,106,a,a,a,a,a,a,a,m,,,,
905,107,j,a,a,a,a,a,a,a,m,,,
905,108,a,a,a,a,a,a,a,a,m,,,
905,109,j,j,j,j,a,a,a,a,a,m,,
905,121,j,m,,,,,,,,,,
905,359,a,a,a,a,a,a,m,,,,,
905,360,a,a,a,a,a,a,a,m,,,,
905,361,,a,a,a,a,a,a,m,,,,
905,362,,j,j,a,a,m,,,,,,
905,363,a,a,a,a,a,a,a,m,,,,
905,364,a,a,m,,,,,,,,,
905,365,j,j,j,j,j,m,,,,,,
905,366,a,a,a,a,a,m,,,,,,
905,367,j,j,j,j,j,m,,,,,,
905,368,a,a,a,a,a,a,a,a,a,m,,
905,369,j,m,,,,,,,,,,
905,370,a,a,a,a,a,a,a,a,m,,,
905,371,,a,m,,,,,,,,,
905,372,a,a,m,,,,,,,,,
905,373,j,j,j,a,a,a,a,a,m,,,
905,374,a,a,a,a,a,a,a,a,a,m,,
905,375,a,a,a,a,a,a,m,,,,,
905,376,a,a,a,a,a,m,,,,,,
905,377,a,a,a,a,a,a,m,,,,,
905,378,j,a,a,a,m,,,,,,,
905,403,a,m,,,,,,,,,,
905,463,,,,a,a,m,,,,,,
905,464,,,,p,m,,,,,,,
905,497,a,a,a,a,a,a,m,,,,,
905,501,,,,j,j,m,,,,,,
905,507,,,,,p,m,,,,,,
905,508,,,,,p,p,,,,,,
905,509,,,,,p,m,,,,,,
905,510,,,,,j,a,a,a,m,,,
905,616,,,,,,p,j,j,m,,,
905,617,,,,,,p,m,,,,,
905,618,,,,,,p,j,j,m,,,
905,619,,,,,,p,m,,,,,
905,620,,,,,,p,m,,,,,
905,621,,,,,,p,m,,,,,
905,622,,,,,,p,j,m,,,,
905,623,,,,,,p,m,,,,,
905,624,,,,,,p,j,m,,,,
905,625,,,,,,j,j,j,j,m,,
905,626,,,,,,p,j,m,,,,
905,627,,,,,,p,j,j,j,m,,
905,628,,,,,,j,j,m,,,,
905,630,,,,,,p,j,j,m,,,
905,631,,,,,,p,j,m,,,,
905,632,,,,,,p,j,j,j,m,,
905,633,,,,,,p,j,m,,,,
905,662,,,,,,,,,j,m,,
905,664,,,,,,,,,j,m,,
906,363,,,,,,,j,m,,,,
906,379,a,a,a,a,a,a,m,,,,,
906,380,a,a,a,a,a,m,,,,,,
906,381,a,a,a,a,a,m,,,,,,
906,382,j,a,a,a,a,a,m,,,,,
906,383,,j,j,a,a,a,a,a,a,a,m,
906,384,a,a,a,a,a,m,,,,,,
906,385,a,m,,,,,,,,,,
906,386,a,a,m,,,,,,,,,
906,387,a,a,a,a,a,a,a,a,a,a,a,a
906,388,a,a,a,a,a,a,a,a,m,,,
906,389,j,a,a,a,a,m,,,,,,
906,390,a,a,a,a,a,a,a,a,a,a,m,
906,391,j,a,a,a,a,a,a,a,a,a,a,a
906,392,a,a,a,a,a,a,a,a,a,a,a,m
906,393,a,a,a,a,a,a,m,,,,,
906,394,a,a,a,a,a,m,,,,,,
906,395,a,a,a,a,a,a,a,m,,,,
906,396,a,a,a,a,a,a,a,m,,,,
906,397,a,a,a,a,a,a,m,,,,,
906,398,j,j,a,a,m,,,,,,,
906,399,a,a,a,a,a,a,a,a,a,,,
906,400,a,a,a,a,a,m,,,,,,
906,401,a,a,a,a,a,a,a,a,a,a,a,a
906,402,a,a,a,a,a,m,,,,,,
906,462,,,,j,j,m,,,,,,
906,467,,,,,a,a,a,a,a,a,a,m
906,511,,,,,p,p,p,j,m,,,
906,512,,,,,p,p,j,m,,,,
906,614,,,,,,p,m,,,,,
906,615,,,,,,p,m,,,,,
906,620,,,,,,p,m,,,,,
906,621,,,,,,p,m,,,,,
906,676,,,,,,,,,j,a,a,
906,678,,,,,,,,,p,m,,
906,679,,,,,,,,,p,p,j,m
906,680,,,,,,,,,p,p,p,p
906,681,,,,,,,,,p,m,,
906,682,,,,,,,,,p,p,j,j
906,1114,,,,,,,,,,,,p
906,1115,,,,,,,,,,,,j
907,404,,j,j,j,j,m,,,,,,
907,405,,j,j,a,a,a,a,a,m,,,
907,406,a,a,a,a,a,a,m,,,,,
907,407,a,a,a,a,a,a,a,a,a,a,a,m
907,408,a,a,a,a,a,a,a,m,,,,
907,409,a,a,a,a,a,m,,,,,,
907,410,a,a,a,a,a,a,a,a,a,m,,
907,411,a,m,,,,,,,,,,
907,412,j,j,a,a,a,a,a,a,a,a,a,a
907,413,j,j,a,a,a,a,a,a,a,m,,
907,414,a,a,a,a,a,a,a,a,a,m,,
907,415,a,a,a,a,m,,,,,,,
907,416,a,a,a,a,a,a,a,m,,,,
907,417,a,a,a,a,a,a,a,a,a,m,,
907,418,a,a,a,a,a,a,a,a,m,,,
907,419,a,a,a,a,a,a,a,a,a,a,a,a
907,420,a,a,a,a,a,a,m,,,,,
907,421,a,a,a,a,a,m,,,,,,
907,422,a,a,a,a,a,a,a,a,a,a,a,a
907,423,a,a,a,a,a,a,a,a,a,m,,
907,424,a,a,a,a,a,a,a,a,a,a,a,a
907,425,a,a,a,a,a,a,a,m,,,,
907,426,j,m,,,,,,,,,,
907,513,,,,,p,p,m,,,,,
907,986,,,,,,,,,,,j,
907,987,,,,,,,,,,,j,j
908,431,a,a,a,a,a,a,m,,,,,
908,432,a,a,a,a,a,a,m,,,,,
908,433,a,a,a,a,a,a,a,a,a,a,a,a
908,434,j,j,j,j,j,a,m,,,,,
908,438,a,a,a,a,a,a,m,,,,,
908,439,p,m,,,,,,,,,,
908,440,a,a,a,a,a,a,a,a,a,m,,
908,683,,,,,,,,,a,a,a,a
908,685,,,,,,,,,p,j,j,m
908,686,,,,,,,,,j,j,m,
908,687,,,,,,,,,a,m,,
908,688,,,,,,,,,j,j,j,j
908,689,,,,,,,,,p,j,m,
908,690,,,,,,,,,p,j,j,j
908,691,,,,,,,,,p,m,,
908,692,,,,,,,,,p,j,j,j
908,694,,,,,,,,,p,m,,
908,695,,,,,,,,,j,m,,
908,697,,,,,,,,,j,m,,
908,698,,,,,,,,,j,j,j,j
908,826,,,,,,,,,,j,j,j
908,827,,,,,,,,,,j,j,j
908,828,,,,,,,,,,j,j,m
908,829,,,,,,,,,,j,j,m
908,830,,,,,,,,,,j,m,
908,831,,,,,,,,,,j,j,j
908,832,,,,,,,,,,j,j,j
908,833,,,,,,,,,,j,j,j
908,834,,,,,,,,,,a,a,m
908,835,,,,,,,,,,j,j,m
908,836,,,,,,,,,,j,j,j
908,988,,,,,,,,,,,j,j
908,1122,,,,,,,,,,,,j
908,1123,,,,,,,,,,,,j
908,1124,,,,,,,,,,,,j
908,1125,,,,,,,,,,,,j
908,1126,,,,,,,,,,,,p
911,447,a,a,a,a,a,a,a,a,a,a,a,a
911,448,a,a,a,a,a,a,a,a,a,a,a,a
911,449,a,a,a,a,a,a,a,a,a,a,a,a
911,450,a,a,a,a,a,a,a,a,a,m,,
911,451,j,j,j,j,j,a,a,a,a,a,a,a
911,452,a,a,a,a,a,m,,,,,,
911,453,a,a,a,a,a,m,,,,,,
911,730,,,,,,,,,j,j,j,j
911,731,,,,,,,,,j,m,,
911,732,,,,,,,,,j,j,j,j
911,837,,,,,,,,,,j,j,j
911,838,,,,,,,,,,a,a,a
911,839,,,,,,,,,,j,j,a
911,840,,,,,,,,,,j,j,j
911,841,,,,,,,,,,j,j,m
911,842,,,,,,,,,,j,j,m
911,843,,,,,,,,,,j,j,j
911,844,,,,,,,,,,j,j,j
911,845,,,,,,,,,,j,j,m
911,846,,,,,,,,,,j,j,j
911,847,,,,,,,,,,j,j,a
911,848,,,,,,,,,,j,j,j
911,849,,,,,,,,,,j,j,j
911,850,,,,,,,,,,j,j,j
911,851,,,,,,,,,,j,j,j
911,852,,,,,,,,,,j,j,j
911,853,,,,,,,,,,p,j,j
911,854,,,,,,,,,,p,m,
911,855,,,,,,,,,,j,j,m
911,856,,,,,,,,,,j,j,j
911,857,,,,,,,,,,j,j,j
911,858,,,,,,,,,,p,j,j
911,859,,,,,,,,,,p,j,j
911,860,,,,,,,,,,j,j,j
911,861,,,,,,,,,,j,j,j
911,862,,,,,,,,,,p,j,j
911,863,,,,,,,,,,p,j,j
911,864,,,,,,,,,,p,j,j
911,865,,,,,,,,,,p,j,j
911,866,,,,,,,,,,j,m,
911,867,,,,,,,,,,p,j,m
911,868,,,,,,,,,,p,j,m
911,869,,,,,,,,,,p,m,
911,870,,,,,,,,,,p,j,j
911,871,,,,,,,,,,j,j,j
911,872,,,,,,,,,,j,m,
911,873,,,,,,,,,,p,j,m
911,874,,,,,,,,,,j,j,j
911,875,,,,,,,,,,j,m,
911,994,,,,,,,,,,,j,j
911,1139,,,,,,,,,,,,j
911,1140,,,,,,,,,,,,j
911,1141,,,,,,,,,,,,j
911,1142,,,,,,,,,,,,j
911,1143,,,,,,,,,,,,j
913,468,,,,,a,a,a,a,a,m,,
913,492,a,a,a,a,a,a,m,,,,,
913,493,a,a,a,a,a,a,a,m,,,,
913,494,a,a,a,a,a,a,a,m,,,,
913,495,a,a,a,a,a,a,a,a,a,m,,
913,496,a,a,a,a,a,a,m,,,,,
913,888,,,,,,,,,,j,j,j
913,889,,,,,,,,,,p,p,j
913,890,,,,,,,,,,j,j,j
914,57,,,a,a,a,a,a,a,a,a,a,a
914,278,j,j,j,a,a,a,a,a,a,a,a,a
914,279,a,a,a,a,a,a,a,m,,,,
914,280,a,a,a,a,a,a,a,a,a,a,,a
914,281,j,j,j,j,j,j,a,a,a,a,m,j
914,282,j,m,,,,,,,,,,
914,283,a,m,,,,,,,,,,
914,284,a,m,,,,,,,,,,
914,285,j,a,a,m,,,,,,,,
914,286,a,a,a,a,a,m,,,,,,
914,287,p,j,j,j,j,j,a,a,a,a,a,j
914,288,a,m,,,,,,,,,,
914,289,,j,m,,,,,,,,,
914,289,p,j,j,m,,,,,,,,
914,290,a,a,a,a,a,a,a,a,a,m,,
914,291,a,a,a,a,a,a,a,a,a,a,a,j
914,292,a,m,,,,,,,,,,
914,652,,,,,,p,m,,,,,
914,653,,,,,,p,p,j,j,m,,
914,754,,,,,,,,,j,j,j,j
914,755,,,,,,,,,j,j,a,a
914,924,,,,,,,,,,,j,j
914,925,,,,,,,,,,,j,j
914,926,,,,,,,,,,,j,j
,1174,,,,,,,,,,,,j
,1172,,,,,,,,,,,,j
,1173,,,,,,,,,,,,j
,1175,,,,,,,,,,,,j
,1176,,,,,,,,,,,,j
915,264,a,m,,,,,,,,,,
915,265,j,j,j,j,j,j,a,a,a,m,,
915,266,a,m,,,,,,,,,,
915,267,a,a,a,a,a,m,,,,,,
915,268,j,a,a,a,a,m,,,,,,
915,270,a,m,,,,,,,,,,
915,271,a,a,a,a,a,m,,,,,,
915,272,j,a,a,a,m,,,,,,,
915,273,a,a,a,a,a,m,,,,,,
915,274,a,a,m,,,,,,,,,
915,275,j,a,a,a,a,m,,,,,,
915,276,a,a,m,,,,,,,,,
915,277,a,a,a,a,a,m,,,,,,
915,521,,,,,,,,,j,m,,
915,526,,,,,,,,,j,m,,
916,260,a,a,a,a,a,a,a,a,a,a,,
916,261,a,a,a,a,a,a,a,a,m,,,
916,263,a,m,,,,,,,,,,
916,753,,,,,,,,,j,m,,
926,303,a,a,a,a,a,a,m,,,,,
926,305,j,j,j,j,m,,,,,,,
926,306,,,,,a,a,a,a,m,,,
926,309,,,,,a,m,,,,,,
926,310,,,,,,m,,,,,,
926,313,,,,,j,m,,,,,,
926,314,,,,,j,m,,,,,,
926,315,a,a,a,a,a,a,a,a,m,,,
926,316,a,a,a,a,a,a,a,a,m,,,
926,317,j,a,a,a,a,a,a,a,a,m,,
926,318,p,j,j,j,j,a,a,m,,,,
926,381,,,a,a,a,a,m,,,,,
926,466,,p,p,p,j,j,a,a,a,m,,
926,478,,,,,,j,m,,,,,
926,479,,,,,,a,a,a,a,,,
926,480,,,,,,j,j,a,a,,,
926,481,,,,,,a,a,m,,,,
926,482,,,,,,j,a,a,m,,,
926,483,,a,a,a,a,a,a,m,,,,
926,487,,,,,,,,,j,m,,
926,498,,p,j,j,j,j,j,j,j,m,,
926,499,,p,p,p,j,j,m,,,,,
